timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min,ascent,descent
,,,,,,51708,75,,,,
2023-09-01T16:49:00.000Z,,,,sedentary,,,,0,,,
,,,,,,51768,71,,,,
,,,,,,51828,80,,,,
2023-09-01T16:51:00.000Z,,,,sedentary,,,,3,,,
,,,,,,51888,81,,,,
2023-09-01T16:52:00.000Z,,,,sedentary,,,,0,,,
,,,,,,51948,80,,,,
,,,,,,52008,78,,,,
,,,,,,52068,73,,,,
,,,,,,52128,76,,,,
,,,,,,52188,75,,,,
,,,,,,52248,74,,,,
2023-09-01T16:58:00.000Z,,,,sedentary,,,,3,,,
,,,,,,52308,73,,,,
,,,,,,52368,77,,,,
2023-09-01T17:00:00.000Z,,,,sedentary,,,,3,,,
,,,,,,52428,72,,,,
,,,,,,52488,81,,,,
,,7759,6061.000,walking,404,52488,,2,,,
,,,,,,52548,90,,,,
,,,,,,52608,66,,,,
2023-09-01T17:04:00.000Z,,,,sedentary,,,,4,,,
,,,,,,52668,69,,,,
,,,,,,52728,74,,,,
,,,,,,52788,80,,,,
,,,,,,52848,78,,,,
,,,,,,52908,85,,,,
,,,,,,52912,,,,,2.891
,,,,,,52968,84,,,,
,,,,,,53028,82,,,,
,,,,,,53088,76,,,,
,,,,,,53148,74,,,,
,,,,,,53162,,,,,2.124
,,,,,,53208,77,,,,
,,8698,6565.000,walking,419,53268,,2,,,
,,,,,,53277,,,,2.621,
,,,,,,53328,91,,,,
,,8703,6567.000,walking,419,53328,,2,,,
,,,,,,53388,87,,,,
2023-09-01T17:17:00.000Z,,,,sedentary,,,,2,,,
,,,,,,53448,81,,,,
2023-09-01T17:18:00.000Z,,,,sedentary,,,,0,,,
,,,,,,53508,78,,,,
,,,,,,53568,75,,,,
,,,,,,53688,62,,,,
,,,,,,53748,61,,,,
,,,,,,53868,52,,,,
,,,,,,53928,55,,,,
,,,,,,53988,58,,,,
,,,,,,54048,59,,,,
,,,,,,54108,58,,,,
,,,,,,54168,63,,,,
,,,,,,54288,66,,,,
,,,,,,54348,68,,,,
,,,,,,54408,66,,,,
,,,,,,54468,60,,,,
2023-09-01T17:35:00.000Z,,,,sedentary,,,,4,,,
,,,,,,54502,,,,,2.902
,,,,,,54528,56,,,,
,,8716,6569.000,walking,419,54528,,3,,,
,,,,,,54588,59,,,,
,,,,,,54708,67,,,,
,,,,,,54768,62,,,,
,,,,,,54828,69,,,,
,,,,,,54888,71,,,,
2023-09-01T17:42:00.000Z,,,,sedentary,,,,4,,,
,,,,,,54948,63,,,,
,,,,,,55008,65,,,,
,,8733,6571.000,walking,419,55008,,2,,,
,,,,,,55068,71,,,,
,,,,,,55128,74,,,,
,,,,,,55188,72,,,,
,,,,,,55248,65,,,,
,,,,,,55308,64,,,,
,,,,,,55368,65,,,,
,,,,,,55428,66,,,,
,,,,,,55488,68,,,,
,,,,,,55548,66,,,,
,,,,,,55608,69,,,,
,,,,,,55668,64,,,,
,,,,,,55728,62,,,,
,,,,,,55788,71,,,,
,,,,,,55848,74,,,,
2023-09-01T17:58:00.000Z,,,,sedentary,,,,4,,,
,,,,,,55908,73,,,,
,,,,,,55968,75,,,,
,,,,,,56028,76,,,,
,,,,,,56148,77,,,,
,,,,,,56208,69,,,,
,,,,,,56268,72,,,,
,,,,,,56328,74,,,,
,,,,,,56508,75,,,,
,,,,,,56568,74,,,,
,,,,,,56628,80,,,,
,,,,,,56688,70,,,,
,,,,,,56748,67,,,,
,,,,,,56868,73,,,,
,,,,,,56988,80,,,,
,,,,,,57108,86,,,,
,,,,,,57168,83,,,,
,,,,,,57288,80,,,,
,,,,,,57348,78,,,,
,,,,,,57408,83,,,,
,,,,,,57468,86,,,,
,,,,,,57528,84,,,,
,,,,,,57588,86,,,,
,,,,,,57648,80,,,,
,,,,,,57708,79,,,,
,,,,,,57768,87,,,,
,,,,,,57828,81,,,,
,,,,,,57888,76,,,,
,,,,,,57948,78,,,,
,,,,,,58008,86,,,,
,,,,,,58068,87,,,,
,,,,,,58128,82,,,,
,,,,,,58188,78,,,,
,,,,,,58248,74,,,,
,,,,,,58308,81,,,,
,,,,,,58428,78,,,,
,,,,,,58488,83,,,,
,,,,,,58548,85,,,,
,,,,,,58608,80,,,,
,,,,,,58668,90,,,,
,,,,,,58728,91,,,,
,,,,,,58788,83,,,,
,,,,,,58848,84,,,,
,,,,,,58908,82,,,,
,,,,,,59028,83,,,,
,,,,,,59088,80,,,,
,,,,,,59148,82,,,,
,,,,,,59208,77,,,,
,,,,,,59268,78,,,,
,,,,,,59328,77,,,,
,,,,,,59388,79,,,,
,,,,,,59448,77,,,,
2023-09-01T18:58:00.000Z,,,,sedentary,,,,4,,,
,,,,,,59508,81,,,,
,,,,,,59568,78,,,,
,,,,,,59628,76,,,,
,,,,,,59688,74,,,,
,,,,,,59748,79,,,,
,,,,,,59808,75,,,,
,,,,,,59868,71,,,,
,,,,,,59928,79,,,,
,,,,,,59988,80,,,,
,,,,,,60048,77,,,,
,,,,,,60108,80,,,,
2023-09-01T19:09:00.000Z,,,,sedentary,,,,3,,,
,,,,,,60168,82,,,,
,,8750,6575.000,walking,419,60168,,3,,,
,,,,,,60228,84,,,,
,,,,,,60288,85,,,,
,,,,,,60348,79,,,,
,,,,,,60408,75,,,,
,,,,,,60468,82,,,,
2023-09-01T19:15:00.000Z,,,,sedentary,,,,4,,,
,,,,,,60528,84,,,,
,,8761,6576.000,walking,419,60528,,3,,,
,,,,,,60648,78,,,,
,,,,,,60708,74,,,,
,,,,,,60768,78,,,,
,,,,,,60828,75,,,,
,,,,,,60888,78,,,,
2023-09-01T19:22:00.000Z,,,,sedentary,,,,4,,,
,,,,,,60948,74,,,,
2023-09-01T19:23:00.000Z,,,,sedentary,,,,0,,,
,,,,,,61008,78,,,,
,,,,,,61068,79,,,,
,,,,,,61128,72,,,,
,,,,,,61188,74,,,,
,,,,,,61248,81,,,,
,,,,,,61308,76,,,,
,,,,,,61368,79,,,,
,,,,,,61428,83,,,,
,,,,,,61488,74,,,,
,,,,,,61548,77,,,,
,,,,,,61608,75,,,,
,,,,,,61668,74,,,,
,,,,,,61728,79,,,,
,,,,,,61788,74,,,,
,,,,,,61848,73,,,,
,,,,,,61908,77,,,,
,,,,,,61968,72,,,,
,,,,,,62028,70,,,,
,,,,,,62088,75,,,,
,,,,,,62148,76,,,,
,,,,,,62208,74,,,,
,,,,,,62268,77,,,,
,,,,,,62328,81,,,,
,,,,,,62388,82,,,,
,,,,,,62448,74,,,,
,,,,,,62508,76,,,,
,,,,,,62568,84,,,,
,,,,,,62628,78,,,,
,,,,,,62688,74,,,,
2023-09-01T19:52:00.000Z,,,,sedentary,,,,4,,,
,,8780,6581.000,walking,419,62748,,3,,,
,,,,,,62808,73,,,,
,,,,,,62868,76,,,,
,,,,,,62928,81,,,,
,,,,,,62988,87,,,,
2023-09-01T19:57:00.000Z,,,,sedentary,,,,4,,,
,,,,,,63048,82,,,,
2023-09-01T19:58:00.000Z,,,,sedentary,,,,0,,,
,,,,,,63108,75,,,,
,,,,,,63168,72,,,,
,,,,,,63228,73,,,,
,,,,,,63288,67,,,,
,,,,,,63348,66,,,,
2023-09-01T20:03:00.000Z,,,,sedentary,,,,3,,,
,,,,,,63408,72,,,,
,,8803,6589.000,walking,419,63408,,3,,,
,,,,,,63468,80,,,,
,,,,,,63528,81,,,,
,,,,,,63588,71,,,,
,,,,,,63648,70,,,,
,,,,,,63768,69,,,,
,,,,,,63828,72,,,,
2023-09-01T20:11:00.000Z,,,,sedentary,,,,4,,,
,,,,,,63888,75,,,,
,,8817,6593.000,walking,419,63888,,2,,,
,,,,,,64008,68,,,,
2023-09-01T20:14:00.000Z,,,,sedentary,,,,3,,,
,,,,,,64068,69,,,,
2023-09-01T20:15:00.000Z,,,,sedentary,,,,0,,,
,,,,,,64128,67,,,,
,,,,,,64188,77,,,,
2023-09-01T20:17:00.000Z,,,,sedentary,,,,4,,,
,,,,,,64248,72,,,,
2023-09-01T20:18:00.000Z,,,,sedentary,,,,0,,,
,,,,,,64308,74,,,,
,,,,,,64368,73,,,,
,,,,,,64428,71,,,,
,,,,,,64488,76,,,,
,,,,,,64548,73,,,,
,,,,,,64608,71,,,,
,,,,,,64668,70,,,,
,,,,,,64728,72,,,,
,,,,,,64788,75,,,,
,,,,,,64848,73,,,,
2023-09-01T20:28:00.000Z,,,,sedentary,,,,4,,,
,,,,,,64908,72,,,,
2023-09-01T20:29:00.000Z,,,,sedentary,,,,0,,,
,,,,,,65028,76,,,,
,,,,,,65148,82,,,,
2023-09-01T20:33:00.000Z,,,,sedentary,,,,4,,,
,,,,,,65208,71,,,,
,,,,,,65268,69,,,,
2023-09-01T20:36:00.000Z,,,,sedentary,,,,0,,,
,,,,,,65448,73,,,,
,,,,,,65508,72,,,,
,,,,,,32,73,,,,
,,,,,,92,68,,,,
,,,,,,152,67,,,,
2023-09-01T20:43:00.000Z,,,,sedentary,,,,4,,,
,,,,,,272,74,,,,
,,,,,,332,79,,,,
,,8837,6600.000,walking,420,332,,2,,,
,,,,,,392,82,,,,
2023-09-01T20:46:00.000Z,,,,sedentary,,,,5,,,
,,,,,,452,68,,,,
,,,,,,471,,,,2.810,
,,,,,,506,,,,,3.072
,,,,,,512,82,,,,
,,,,,,572,92,,,,
,,,,,,632,91,,,,
,,,,,,692,88,,,,
,,,,,,752,86,,,,
,,,,,,812,83,,,,
,,,,,,932,81,,,,
,,,,,,992,84,,,,
,,,,,,1052,89,,,,
,,,,,,1112,86,,,,
,,9892,7178.000,walking,448,1112,,2,,,
,,,,,,1172,89,,,,
,,,,,,1232,85,,,,
,,10061,7265.000,walking,453,1232,,2,,,
2023-09-01T21:00:00.000Z,0.00,0,2237.000,generic,103,,,,1440,,
2023-09-01T21:00:00.000Z,8010.69,10061,7265.000,walking,453,,,,1440,,
2023-09-01T21:00:00.000Z,3849.21,3223,1195.000,running,224,,,,1440,,
2023-09-01T21:00:00.000Z,,,,,,,,,,,
2023-09-01T21:00:00.000Z,,,,,,,,,,,
