timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min,ascent,descent,moderate activity minutes,vigorous activity minutes
,,,,,,1564,68,,,,,,
2024-04-26T07:05:00.000Z,,,,sedentary,,,,3,,,,,
,,,,,,1624,77,,,,,,
,,3018,1419.000,walking,55,1624,,1,,,,,
,,,,,,1684,67,,,,,,
,,,,,,1744,68,,,,,,
2024-04-26T07:08:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,1804,85,,,,,,
,,,,,,1864,93,,,,,,
,,,,,,1924,83,,,,,,
,,,,,,1984,85,,,,,,
,,3117,1455.000,walking,56,1984,,1,,,,,
,,,,,,2044,83,,,,,,
,,,,,,2104,66,,,,,,
,,,,,,2164,68,,,,,,
,,,,,,2224,77,,,,,,
2024-04-26T07:16:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,2284,74,,,,,,
,,,,,,2344,79,,,,,,
,,,,,,2404,76,,,,,,
,,,,,,2464,71,,,,,,
,,3201,1483.000,walking,57,2464,,2,,,,,
,,,,,,2468,,,,1.747,,,
,,,,,,2524,95,,,,,,
2024-04-26T07:21:00.000Z,,,,sedentary,,,,5,,,,,
,,,,,,2584,110,,,,,,
,,3214,1543.000,walking,62,2584,,0,,,,,
,,,,,,2644,98,,,,,,
2024-04-26T07:23:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,2704,80,,,,,,
,,3227,1547.000,walking,62,2704,,2,,,,,
,,,,,,2824,79,,,,,,
,,,,,,2884,77,,,,,,
2024-04-26T07:27:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,2944,74,,,,,,
,,,,,,3004,80,,,,,,
,,3248,1555.000,walking,62,3004,,2,,,,,
,,,,,,3064,82,,,,,,
,,,,,,3124,74,,,,,,
,,,,,,3184,78,,,,,,
,,,,,,3244,76,,,,,,
2024-04-26T07:33:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,3304,78,,,,,,
,,3262,1560.000,walking,62,3304,,1,,,,,
,,,,,,3364,84,,,,,,
,,,,,,3424,80,,,,,,
2024-04-26T07:36:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,3484,76,,,,,,
2024-04-26T07:37:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,3544,73,,,,,,
,,,,,,3604,89,,,,,,
,,3323,1593.000,walking,63,3604,,1,,,,,
,,,,,,3664,91,,,,,,
2024-04-26T07:40:00.000Z,,,,sedentary,,,,5,,,,,
,,,,,,3724,82,,,,,,
,,3355,1604.000,walking,63,3724,,2,,,,,
,,,,,,3784,81,,,,,,
2024-04-26T07:42:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,3844,72,,,,,,
,,,,,,3904,89,,,,,,
,,3414,1631.000,walking,65,3904,,2,,,,,
,,,,,,3964,86,,,,,,
,,,,,,4024,75,,,,,,
,,,,,,4084,80,,,,,,
,,,,,,4144,79,,,,,,
2024-04-26T07:48:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,4204,84,,,,,,
,,,,,,4264,97,,,,,,
,,3501,1699.000,walking,68,4264,,1,,,,,
,,,,,,4324,86,,,,,,
,,,,,,4384,82,,,,,,
,,,,,,4444,79,,,,,,
2024-04-26T07:53:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,4504,75,,,,,,
,,,,,,4564,77,,,,,,
,,,,,,4624,82,,,,,,
,,,,,,4684,87,,,,,,
,,3631,1779.000,walking,70,4684,,1,,,,,
,,,,,,4744,75,,,,,,
2024-04-26T07:58:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,4804,76,,,,,,
,,,,,,4864,74,,,,,,
,,3684,1801.000,walking,70,4864,,3,,,,,
,,,,,,4878,,,,4.597,,,
,,,,,,4893,,,,0.245,,,
,,,,,,4924,83,,,,,,
,,,,,,4984,82,,,,,,
,,,,,,5044,84,,,,,,
,,,,,,5104,85,,,,,,
,,,,,,5148,,,,4.770,,,
,,,,,,5164,86,,,,,,
,,,,,,5183,,,,2.807,,,
,,,,,,5224,89,,,,,,
,,3916,1895.000,walking,75,5224,,2,,,,,
,,,,,,5284,101,,,,,,
,,,,,,5344,76,,,,,,
,,,,,,5404,83,,,,,,
2024-04-26T08:10:00.000Z,,,,sedentary,,,,3,,,,,
,,,,,,5524,80,,,,,,
,,3929,1900.000,walking,75,5524,,1,,,,,
,,,,,,5584,86,,,,,,
,,,,,,5644,90,,,,,,
,,,,,,5704,94,,,,,,
,,,,,,5764,93,,,,,,
2024-04-26T08:15:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,5824,82,,,,,,
,,3990,1928.000,walking,75,5824,,3,,,,,
,,,,,,5884,92,,,,,,
,,,,,,5944,85,,,,,,
,,,,,,6004,91,,,,,,
,,,,,,6064,93,,,,,,
2024-04-26T08:20:00.000Z,,,,sedentary,,,,5,,,,,
,,,,,,6124,87,,,,,,
,,,,,,6184,92,,,,,,
,,,,,,6304,91,,,,,,
,,,,,,6378,,,,,5.363,,
,,,,,,6393,,,,,0.155,,
,,,,,,6424,98,,,,,,
,,,,,,6484,96,,,,,,
,,,,,,6544,99,,,,,,
,,,,,,6603,,,,,2.990,,
,,,,,,6664,100,,,,,,
,,4592,2224.000,walking,91,6664,,2,,,,,
,,,,,,6724,101,,,,,,
,,4698,2281.000,walking,94,6724,,2,,,,,
,,,,,,6784,103,,,,,,
,,0,60.000,generic,3,6784,,5,,,,,
,,,,,,6844,106,,,,,,
,,,,,,6863,,,,,3.736,,
,,,,,,6904,108,,,,,,
,,,,,,6964,106,,,,,,
,,,,,,7024,97,,,,,,
,,,,,,7084,67,,,,,,
,,,,,,7144,61,,,,,,
,,,,,,7204,60,,,,,,
,,,,,,7264,63,,,,,,
,,,,,,7324,59,,,,,,
,,,,,,7384,62,,,,,,
,,5540,2851.000,walking,126,7384,,2,,,,,
,,,,,,7444,71,,,,,,
,,,,,,7504,72,,,,,,
,,,,,,7564,68,,,,,,
2024-04-26T08:45:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,7624,67,,,,,,
2024-04-26T08:46:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,7684,66,,,,,,
,,,,,,7744,74,,,,,,
,,,,,,7804,76,,,,,,
,,,,,,7864,78,,,,,,
,,,,,,7924,64,,,,,,
,,,,,,7984,72,,,,,,
,,,,,,8044,69,,,,,,
,,,,,,8104,72,,,,,,
,,,,,,8164,70,,,,,,
,,,,,,8224,71,,,,,,
,,,,,,8284,81,,,,,,
,,,,,,8344,78,,,,,,
,,,,,,8404,74,,,,,,
,,,,,,8464,62,,,,,,
,,,,,,8584,76,,,,,,
,,,,,,8644,69,,,,,,
,,,,,,8704,74,,,,,,
,,,,,,8764,84,,,,,,
2024-04-26T09:05:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,8824,88,,,,,,
,,,,,,8884,97,,,,,,
,,,,,,8944,106,,,,,,
,,,,,,9004,111,,,,,,
,,,,,,9064,110,,,,,,
,,,,,,9124,106,,,,,,
,,,,,,9184,94,,,,,,
,,,,,,9244,96,,,,,,
,,,,,,9304,93,,,,,,
,,,,,,9364,98,,,,,,
,,6355,3345.000,walking,154,9364,,2,,,,,
,,,,,,9424,89,,,,,,
,,,,,,9484,92,,,,,,
,,,,,,9544,88,,,,,,
,,6674,3509.000,walking,164,9544,,2,,,,,
,,,,,,9604,92,,,,,,
,,,,,,9664,95,,,,,,
,,,,,,9724,96,,,,,,
,,,,,,9784,99,,,,,,
,,7064,3736.000,walking,178,9784,,2,,,,,
,,,,,,9844,103,,,,,,
,,0,120.000,generic,6,9844,,5,,,,,
,,,,,,9904,102,,,,,,
,,,,,,9964,101,,,,,,
,,,,,,10024,110,,,,,,
,,,,,,10084,114,,,,,,
,,7432,3976.000,walking,197,10084,,2,,,,,
,,0,180.000,generic,12,10144,,4,,,,,
,,,,,,10204,113,,,,,,
,,7450,4036.000,walking,202,10204,,0,,,,,
,,,,,,10264,112,,,,,,
,,0,240.000,generic,15,10264,,5,,,,,
,,,,,,10324,106,,,,,,
,,,,,,10384,93,,,,,,
,,,,,,10444,95,,,,,,
,,7511,4161.000,walking,208,10444,,0,,,,,
,,,,,,10504,98,,,,,,
,,,,,,10564,82,,,,,,
,,,,,,10624,68,,,,,,
,,,,,,10684,70,,,,,,
,,,,,,10804,67,,,,,,
,,,,,,10864,70,,,,,,
,,,,,,10924,69,,,,,,
,,,,,,10984,70,,,,,,
,,,,,,11044,68,,,,,,
,,,,,,11104,66,,,,,,
,,,,,,11164,69,,,,,,
2024-04-26T09:45:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,11224,72,,,,,,
2024-04-26T09:46:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,11284,67,,,,,,
,,,,,,11344,70,,,,,,
,,,,,,11404,80,,,,,,
,,,,,,11584,78,,,,,,
,,,,,,11644,80,,,,,,
,,,,,,11704,81,,,,,,
,,,,,,11764,80,,,,,,
,,,,,,11884,82,,,,,,
,,,,,,12004,79,,,,,,
,,,,,,12064,76,,,,,,
,,,,,,12184,85,,,,,,
,,,,,,12244,83,,,,,,
,,,,,,12304,82,,,,,,
,,,,,,12364,78,,,,,,
,,,,,,12424,88,,,,,,
,,,,,,12544,79,,,,,,
,,,,,,12604,83,,,,,,
,,,,,,12664,84,,,,,,
,,,,,,12724,76,,,,,,
,,,,,,12784,91,,,,,,
,,,,,,12904,81,,,,,,
,,,,,,12964,77,,,,,,
,,,,,,13024,86,,,,,,
,,,,,,13084,97,,,,,,
,,,,,,13144,91,,,,,,
2024-04-26T10:18:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,13204,89,,,,,,
,,,,,,13264,91,,,,,,
,,,,,,13324,90,,,,,,
,,,,,,13384,85,,,,,,
,,,,,,13504,86,,,,,,
,,,,,,13624,82,,,,,,
,,,,,,13684,89,,,,,,
,,,,,,13744,100,,,,,,
,,,,,,13804,99,,,,,,
2024-04-26T10:29:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,13864,93,,,,,,
,,7522,4221.000,walking,211,13864,,0,,,,,
,,,,,,13924,95,,,,,,
2024-04-26T10:31:00.000Z,,,,sedentary,,,,5,,,,,
,,,,,,13984,96,,,,,,
,,,,,,14044,101,,,,,,
,,,,,,14104,98,,,,,,
,,,,,,14164,87,,,,,,
,,,,,,14224,90,,,,,,
,,,,,,14284,97,,,,,,
,,,,,,14344,108,,,,,,
,,,,,,14404,105,,,,,,
,,,,,,14464,93,,,,,,
,,,,,,14524,95,,,,,,
,,,,,,14584,108,,,,,,
,,,,,,14644,114,,,,,,
,,,,,,14704,126,,,,,,
,,,,,,14764,127,,,,,,
,,,,,,14764,,,,,,1,1
,,8427,4888.000,walking,257,14764,,1,,,,,
,,,,,,14824,133,,,,,,
,,,,,,14824,,,,,,1,
,,,,,,14884,127,,,,,,
,,,,,,14944,119,,,,,,
,,,,,,15004,117,,,,,,
,,,,,,15004,,,,,,1,
,,,,,,15064,116,,,,,,
,,,,,,15124,113,,,,,,
,,,,,,15184,111,,,,,,
,,,,,,15244,108,,,,,,
,,,,,,15304,105,,,,,,
,,,,,,15364,100,,,,,,
,,,,,,15424,103,,,,,,
,,9373,5535.000,walking,303,15424,,1,,,,,
,,,,,,15484,104,,,,,,
,,,,,,15544,98,,,,,,
,,9399,5626.000,walking,307,15544,,0,,,,,
,,,,,,15604,92,,,,,,
2024-04-26T10:59:00.000Z,,,,sedentary,,,,5,,,,,
,,,,,,15643,,,,,3.765,,
,,,,,,15664,99,,,,,,
,,9456,5669.000,walking,309,15664,,2,,,,,
,,,,,,15724,107,,,,,,
,,,,,,15753,,,,4.119,,,
,,,,,,15784,113,,,,,,
,,,,,,15844,120,,,,,,
,,,,,,15904,99,,,,,,
,,,,,,15964,106,,,,,,
,,,,,,16024,107,,,,,,
,,,,,,16084,106,,,,,,
,,,,,,16144,99,,,,,,
,,,,,,16204,97,,,,,,
,,,,,,16264,100,,,,,,
,,9903,6244.000,walking,343,16264,,1,,,,,
,,,,,,16324,99,,,,,,
2024-04-26T11:11:00.000Z,,,,sedentary,,,,5,,,,,
,,,,,,16384,94,,,,,,
,,,,,,16444,92,,,,,,
,,9919,6248.000,walking,343,16444,,1,,,,,
,,,,,,16504,83,,,,,,
,,,,,,16564,82,,,,,,
,,,,,,16624,91,,,,,,
,,,,,,16684,83,,,,,,
,,,,,,16744,82,,,,,,
,,,,,,16804,81,,,,,,
,,,,,,16864,92,,,,,,
,,,,,,16924,80,,,,,,
,,,,,,16984,84,,,,,,
,,,,,,17044,80,,,,,,
,,,,,,17104,86,,,,,,
,,,,,,17164,84,,,,,,
,,,,,,17224,81,,,,,,
,,,,,,17284,77,,,,,,
,,,,,,17344,78,,,,,,
,,,,,,17404,86,,,,,,
,,,,,,17464,79,,,,,,
,,,,,,17524,86,,,,,,
2024-04-26T11:31:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,17584,89,,,,,,
,,9926,6250.000,walking,343,17584,,1,,,,,
,,,,,,17644,82,,,,,,
,,,,,,17704,80,,,,,,
,,,,,,17764,77,,,,,,
,,,,,,17824,78,,,,,,
,,,,,,17884,84,,,,,,
,,,,,,18004,80,,,,,,
,,,,,,18064,83,,,,,,
,,,,,,18124,78,,,,,,
,,,,,,18184,80,,,,,,
,,,,,,18304,82,,,,,,
2024-04-26T11:44:00.000Z,,,,sedentary,,,,3,,,,,
,,,,,,18364,87,,,,,,
,,9957,6270.000,walking,343,18364,,1,,,,,
,,,,,,18424,83,,,,,,
,,,,,,18484,81,,,,,,
,,,,,,18544,76,,,,,,
,,10002,6288.000,walking,344,18544,,1,,,,,
,,,,,,18604,75,,,,,,
,,,,,,18664,76,,,,,,
,,,,,,18724,77,,,,,,
,,,,,,18784,75,,,,,,
,,,,,,18844,77,,,,,,
,,,,,,18964,75,,,,,,
2024-04-26T11:55:00.000Z,,,,sedentary,,,,3,,,,,
,,,,,,19024,73,,,,,,
,,10013,6293.000,walking,344,19024,,0,,,,,
,,,,,,19084,75,,,,,,
,,,,,,19144,80,,,,,,
2024-04-26T11:59:00.000Z,,,,sedentary,,,,3,,,,,
,,10020,6295.000,walking,344,19264,,1,,,,,
,,,,,,19324,76,,,,,,
,,,,,,19384,77,,,,,,
,,,,,,19444,74,,,,,,
,,,,,,19504,78,,,,,,
,,,,,,19564,79,,,,,,
,,,,,,19624,80,,,,,,
,,,,,,19684,78,,,,,,
,,,,,,19744,79,,,,,,
,,,,,,19804,82,,,,,,
,,,,,,19864,87,,,,,,
2024-04-26T12:10:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,19924,95,,,,,,
,,,,,,19984,94,,,,,,
,,,,,,20044,92,,,,,,
,,,,,,20104,87,,,,,,
,,,,,,20164,89,,,,,,
,,10175,6353.000,walking,346,20164,,2,,,,,
,,,,,,20213,,,,4.352,,,
,,,,,,20223,,,,2.100,,,
,,,,,,20224,93,,,,,,
,,10236,6389.000,walking,348,20224,,1,,,,,
,,,,,,20284,105,,,,,,
,,0,271.000,generic,19,20284,,5,,,,,
,,,,,,20344,130,,,,,,
,,10270,6449.000,walking,355,20344,,0,,,,,
,,,,,,20404,92,,,,,,
2024-04-26T12:19:00.000Z,,,,sedentary,,,,1,,,,,
,,,,,,20464,75,,,,,,
,,,,,,20524,85,,,,,,
,,,,,,20584,78,,,,,,
,,,,,,20644,71,,,,,,
2024-04-26T12:23:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,20704,72,,,,,,
2024-04-26T12:24:00.000Z,,,,sedentary,,,,2,,,,,
,,,,,,20764,73,,,,,,
,,,,,,20884,71,,,,,,
,,,,,,20944,66,,,,,,
2024-04-26T12:28:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,21004,69,,,,,,
,,,,,,21064,78,,,,,,
2024-04-26T12:30:00.000Z,,,,sedentary,,,,1,,,,,
,,,,,,21124,81,,,,,,
,,10291,6457.000,walking,355,21124,,3,,,,,
,,,,,,21184,99,,,,,,
,,,,,,21244,97,,,,,,
2024-04-26T12:33:00.000Z,,,,sedentary,,,,5,,,,,
,,,,,,21304,102,,,,,,
,,10299,6488.000,walking,357,21304,,0,,,,,
,,0,331.000,generic,23,21364,,6,,,,,
,,,,,,21424,104,,,,,,
,,10314,6548.000,walking,362,21424,,0,,,,,
,,,,,,21484,109,,,,,,
,,0,391.000,generic,27,21484,,6,,,,,
,,,,,,21544,110,,,,,,
,,10332,6608.000,walking,366,21544,,0,,,,,
,,0,451.000,generic,32,21604,,7,,,,,
,,,,,,21664,109,,,,,,
,,10347,6668.000,walking,370,21664,,0,,,,,
,,,,,,21724,103,,,,,,
,,0,480.000,generic,33,21724,,5,,,,,
,,,,,,21784,82,,,,,,
,,,,,,21844,78,,,,,,
,,,,,,21904,72,,,,,,
2024-04-26T12:45:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,22024,70,,,,,,
,,,,,,22084,65,,,,,,
,,,,,,22144,70,,,,,,
,,,,,,22204,75,,,,,,
,,,,,,22264,73,,,,,,
,,,,,,22324,70,,,,,,
,,,,,,22384,71,,,,,,
,,,,,,22444,69,,,,,,
,,,,,,22504,66,,,,,,
,,,,,,22564,70,,,,,,
,,,,,,22624,69,,,,,,
2024-04-26T12:56:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,22684,68,,,,,,
,,,,,,22744,69,,,,,,
,,,,,,22864,67,,,,,,
,,,,,,22924,68,,,,,,
,,,,,,23044,67,,,,,,
,,,,,,23284,66,,,,,,
,,,,,,23584,65,,,,,,
,,,,,,23644,67,,,,,,
,,,,,,23704,61,,,,,,
,,,,,,23824,63,,,,,,
,,,,,,24064,62,,,,,,
,,,,,,24124,63,,,,,,
,,,,,,24184,62,,,,,,
,,,,,,24244,61,,,,,,
,,,,,,24304,62,,,,,,
2024-04-26T13:24:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,24364,65,,,,,,
2024-04-26T13:25:00.000Z,,,,sedentary,,,,5,,,,,
,,,,,,24424,67,,,,,,
,,,,,,24484,63,,,,,,
,,,,,,24664,64,,,,,,
2024-04-26T13:30:00.000Z,,,,sedentary,,,,0,,,,,
2024-04-26T13:31:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,24784,59,,,,,,
,,,,,,24844,62,,,,,,
,,,,,,24904,60,,,,,,
,,,,,,24964,62,,,,,,
,,,,,,25024,63,,,,,,
,,,,,,25084,60,,,,,,
,,,,,,25144,61,,,,,,
,,,,,,25204,62,,,,,,
,,,,,,25264,68,,,,,,
2024-04-26T13:40:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,25324,67,,,,,,
,,,,,,25384,81,,,,,,
2024-04-26T13:42:00.000Z,,,,sedentary,,,,2,,,,,
,,,,,,25504,71,,,,,,
,,,,,,25564,63,,,,,,
,,,,,,25624,64,,,,,,
,,,,,,25684,62,,,,,,
,,,,,,25744,63,,,,,,
,,,,,,25804,62,,,,,,
,,,,,,25864,59,,,,,,
,,,,,,25924,63,,,,,,
,,,,,,25984,62,,,,,,
,,,,,,26104,61,,,,,,
,,,,,,26224,63,,,,,,
2024-04-26T13:56:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,26284,62,,,,,,
,,,,,,26344,61,,,,,,
,,,,,,26524,63,,,,,,
,,,,,,26584,61,,,,,,
,,,,,,26644,57,,,,,,
,,,,,,26704,60,,,,,,
2024-04-26T14:04:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,26764,59,,,,,,
2024-04-26T14:05:00.000Z,,,,sedentary,,,,2,,,,,
,,,,,,26824,72,,,,,,
,,,,,,26884,59,,,,,,
,,,,,,26944,60,,,,,,
,,,,,,27004,56,,,,,,
2024-04-26T14:09:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,27064,59,,,,,,
,,,,,,27124,58,,,,,,
2024-04-26T14:11:00.000Z,,,,sedentary,,,,3,,,,,
,,,,,,27184,62,,,,,,
,,,,,,27244,59,,,,,,
,,,,,,27304,56,,,,,,
,,,,,,27364,58,,,,,,
,,,,,,27424,57,,,,,,
,,,,,,27484,56,,,,,,
2024-04-26T14:17:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,27544,59,,,,,,
,,,,,,27604,61,,,,,,
2024-04-26T14:20:00.000Z,,,,sedentary,,,,3,,,,,
,,,,,,27724,59,,,,,,
,,,,,,27784,62,,,,,,
,,,,,,27844,61,,,,,,
,,,,,,27904,62,,,,,,
2024-04-26T14:24:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,27964,60,,,,,,
,,,,,,28024,61,,,,,,
2024-04-26T14:26:00.000Z,,,,sedentary,,,,3,,,,,
,,,,,,28084,57,,,,,,
,,,,,,28144,63,,,,,,
,,,,,,28204,59,,,,,,
,,,,,,28264,57,,,,,,
2024-04-26T14:30:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,28324,59,,,,,,
,,,,,,28384,68,,,,,,
2024-04-26T14:32:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,28444,74,,,,,,
2024-04-26T14:33:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,28504,69,,,,,,
,,,,,,28564,73,,,,,,
,,,,,,28624,76,,,,,,
,,,,,,28684,75,,,,,,
2024-04-26T14:37:00.000Z,,,,sedentary,,,,3,,,,,
,,,,,,28744,70,,,,,,
2024-04-26T14:38:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,28804,72,,,,,,
,,,,,,28864,76,,,,,,
,,,,,,28924,70,,,,,,
,,,,,,28984,64,,,,,,
,,,,,,29044,66,,,,,,
,,,,,,29104,69,,,,,,
,,,,,,29164,68,,,,,,
,,,,,,29224,75,,,,,,
,,,,,,29284,70,,,,,,
,,,,,,29344,69,,,,,,
,,,,,,29404,67,,,,,,
,,,,,,29464,61,,,,,,
,,,,,,29524,65,,,,,,
,,,,,,29584,63,,,,,,
,,,,,,29644,60,,,,,,
,,,,,,29704,65,,,,,,
2024-04-26T14:54:00.000Z,,,,sedentary,,,,3,,,,,
,,,,,,29764,61,,,,,,
2024-04-26T14:55:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,29824,60,,,,,,
,,10383,6679.000,walking,370,29824,,4,,,,,
,,,,,,29884,74,,,,,,
,,10404,6688.000,walking,370,29884,,2,,,,,
,,,,,,29944,87,,,,,,
,,,,,,30064,80,,,,,,
2024-04-26T15:00:00.000Z,,,,sedentary,,,,5,,,,,
,,,,,,30124,83,,,,,,
,,,,,,30184,86,,,,,,
,,10445,6701.000,walking,371,30184,,3,,,,,
,,,,,,30244,96,,,,,,
,,,,,,30304,92,,,,,,
2024-04-26T15:04:00.000Z,,,,sedentary,,,,4,,,,,
,,,,,,30364,80,,,,,,
,,,,,,30424,84,,,,,,
,,,,,,30484,92,,,,,,
,,10513,6727.000,walking,371,30484,,2,,,,,
,,,,,,30544,91,,,,,,
,,,,,,30604,95,,,,,,
2024-04-26T15:09:00.000Z,,,,sedentary,,,,5,,,,,
,,10545,6740.000,walking,372,30664,,1,,,,,
,,,,,,30724,96,,,,,,
,,,,,,30784,91,,,,,,
,,,,,,30844,92,,,,,,
,,,,,,30904,82,,,,,,
2024-04-26T15:14:00.000Z,,,,sedentary,,,,5,,,,,
,,,,,,30964,92,,,,,,
,,10561,6744.000,walking,372,30964,,3,,,,,
,,,,,,31024,0,,,,,,
2024-04-26T15:22:00.000Z,,,,sedentary,,,,0,,,,,
2024-04-26T15:24:00.000Z,,,,sedentary,,,,2,,,,,
,,,,,,31984,0,,,,,,
,,,,,,32944,0,,,,,,
2024-04-26T15:56:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,33904,0,,,,,,
,,,,,,34864,0,,,,,,
,,,,,,35824,0,,,,,,
,,,,,,36784,0,,,,,,
2024-04-26T16:56:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,37744,0,,,,,,
,,,,,,38704,0,,,,,,
,,,,,,39664,0,,,,,,
,,,,,,40624,0,,,,,,
2024-04-26T17:56:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,41584,0,,,,,,
,,,,,,42544,0,,,,,,
,,,,,,43504,0,,,,,,
2024-04-26T18:56:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,44464,0,,,,,,
2024-04-26T19:05:00.000Z,,,,sedentary,,,,0,,,,,
2024-04-26T19:06:00.000Z,,,,sedentary,,,,1,,,,,
,,,,,,45424,0,,,,,,
,,,,,,46384,0,,,,,,
,,,,,,47344,0,,,,,,
2024-04-26T19:56:00.000Z,,,,sedentary,,,,0,,,,,
,,,,,,48304,0,,,,,,
,,,,,,49264,0,,,,,,
,,,,,,50224,0,,,,,,
,,,,,,51184,0,,,,,,
2024-04-26T20:56:00.000Z,,,,sedentary,,,,0,,,,,
2024-04-26T21:00:00.000Z,,,,sedentary,,,,0,,,,,
2024-04-26T21:00:00.000Z,0.00,0,480.000,generic,33,,,,1440,,,,
2024-04-26T21:00:00.000Z,8408.71,10561,6744.000,walking,372,,,,1440,,,,
2024-04-26T21:00:00.000Z,,,,,,,,,,,,,
2024-04-26T21:00:00.000Z,,,,,,,,,,,,,
