timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min
,,,,,,42528,44,,
,,,,,,42588,45,,
2021-12-03T10:33:00.000Z,,,,sedentary,,,,3,
,,,,,,42648,44,,
2021-12-03T10:34:00.000Z,,,,sedentary,,,,0,
,,,,,,42708,45,,
,,,,,,42768,47,,
,,,,,,42828,44,,
2021-12-03T10:37:00.000Z,,,,sedentary,,,,2,
,,,,,,42888,43,,
2021-12-03T10:38:00.000Z,,,,sedentary,,,,0,
,,,,,,42948,42,,
,,,,,,43068,45,,
,,,,,,43188,43,,
,,,,,,43248,40,,
,,,,,,43308,55,,
,,,,,,43368,58,,
,,,,,,43428,41,,
2021-12-03T10:47:00.000Z,,,,sedentary,,,,4,
,,,,,,43488,42,,
2021-12-03T10:48:00.000Z,,,,sedentary,,,,0,
,,,,,,43548,41,,
2021-12-03T10:49:00.000Z,,,,sedentary,,,,2,
,,,,,,43608,40,,
,,,,,,43668,39,,
2021-12-03T10:51:00.000Z,,,,sedentary,,,,0,
,,,,,,43728,42,,
2021-12-03T10:52:00.000Z,,,,sedentary,,,,2,
,,,,,,43788,40,,
,,,,,,43848,41,,
2021-12-03T10:54:00.000Z,,,,sedentary,,,,0,
,,,,,,43908,46,,
2021-12-03T10:55:00.000Z,,,,sedentary,,,,4,
,,,,,,43968,40,,
2021-12-03T10:56:00.000Z,,,,sedentary,,,,0,
,,,,,,44028,44,,
,,,,,,44088,53,,
,,,,,,44148,48,,
,,,,,,44208,40,,
,,,,,,44268,42,,
,,,,,,44328,39,,
,,,,,,44388,41,,
2021-12-03T11:03:00.000Z,,,,sedentary,,,,4,
,,,,,,44508,44,,
,,,,,,44568,41,,
,,,,,,44628,43,,
,,,,,,44688,41,,
,,,,,,44748,43,,
,,,,,,44808,45,,
,,,,,,44868,46,,
,,,,,,44928,55,,
,,,,,,44988,51,,
,,,,,,45048,46,,
,,,,,,45108,44,,
,,,,,,45168,43,,
,,,,,,45228,47,,
,,,,,,45288,53,,
,,,,,,45348,45,,
2021-12-03T11:19:00.000Z,,,,sedentary,,,,3,
,,,,,,45408,42,,
2021-12-03T11:21:00.000Z,,,,sedentary,,,,0,
,,,,,,45528,41,,
,,,,,,45588,42,,
2021-12-03T11:23:00.000Z,,,,sedentary,,,,3,
,,,,,,45648,46,,
2021-12-03T11:24:00.000Z,,,,sedentary,,,,0,
,,,,,,45708,41,,
,,,,,,45768,42,,
,,,,,,45828,44,,
,,,,,,45888,42,,
2021-12-03T11:28:00.000Z,,,,sedentary,,,,1,
2021-12-03T11:29:00.000Z,,,,sedentary,,,,0,
,,,,,,46008,41,,
2021-12-03T11:30:00.000Z,,,,sedentary,,,,4,
,,,,,,46068,47,,
2021-12-03T11:31:00.000Z,,,,sedentary,,,,0,
,,,,,,46128,43,,
,,,,,,46188,45,,
2021-12-03T11:33:00.000Z,,,,sedentary,,,,2,
2021-12-03T11:34:00.000Z,,,,sedentary,,,,0,
,,,,,,46368,44,,
,,,,,,46428,46,,
2021-12-03T11:37:00.000Z,,,,sedentary,,,,3,
,,,,,,46488,45,,
2021-12-03T11:38:00.000Z,,,,sedentary,,,,0,
,,,,,,46608,50,,
,,,,,,46668,46,,
,,,,,,46728,43,,
,,,,,,46848,44,,
,,,,,,46908,43,,
,,,,,,46968,44,,
,,,,,,47028,43,,
,,,,,,47088,44,,
,,,,,,47148,42,,
,,,,,,47268,43,,
,,,,,,47328,44,,
,,,,,,47448,49,,
,,,,,,47508,47,,
,,,,,,47568,49,,
,,,,,,47628,52,,
,,,,,,47688,47,,
,,,,,,47748,64,,
2021-12-03T11:59:00.000Z,,,,sedentary,,,,3,
,,,,,,47808,59,,
,,1271,2491.000,walking,37,47808,,2,
,,,,,,47868,60,,
,,,,,,47928,62,,
2021-12-03T12:02:00.000Z,,,,sedentary,,,,5,
,,,,,,47988,66,,
,,216,150.000,running,11,47988,,3,
,,,,,,48048,59,,
,,,,,,48108,61,,
,,,,,,48168,71,,
2021-12-03T12:06:00.000Z,,,,sedentary,,,,5,
,,,,,,48228,70,,
,,1316,2521.000,walking,37,48228,,2,
,,,,,,48288,75,,
2021-12-03T12:08:00.000Z,,,,sedentary,,,,6,
,,,,,,48348,70,,
,,,,,,48408,65,,
,,1325,2551.000,walking,37,48408,,1,
,,,,,,48468,56,,
,,,,,,48588,55,,
2021-12-03T12:13:00.000Z,,,,sedentary,,,,4,
,,,,,,48648,58,,
,,1334,2581.000,walking,37,48648,,0,
,,,,,,48708,68,,
2021-12-03T12:15:00.000Z,,,,sedentary,,,,5,
,,,,,,48768,65,,
,,1345,2596.000,walking,37,48768,,2,
,,,,,,48828,64,,
,,,,,,48888,63,,
,,,,,,48948,53,,
,,,,,,49008,57,,
,,,,,,49068,66,,
,,,,,,49128,68,,
,,,,,,49188,59,,
,,,,,,49248,53,,
,,,,,,49308,49,,
,,,,,,49368,46,,
,,,,,,49428,59,,
,,,,,,49488,62,,
,,,,,,49548,69,,
,,,,,,49608,72,,
2021-12-03T12:30:00.000Z,,,,sedentary,,,,4,
,,,,,,49668,78,,
,,,,,,49728,72,,
,,,,,,49788,75,,
,,1380,2641.000,walking,38,49788,,4,
,,,,,,49848,74,,
2021-12-03T12:34:00.000Z,,,,sedentary,,,,5,
,,,,,,49908,71,,
,,,,,,49968,83,,
,,1415,2671.000,walking,39,49968,,2,
,,,,,,50028,87,,
,,,,,,50088,81,,
,,,,,,50148,82,,
2021-12-03T12:39:00.000Z,,,,sedentary,,,,6,
,,,,,,50208,84,,
,,1431,2686.000,walking,39,50208,,2,
,,,,,,50268,75,,
,,,,,,50328,71,,
2021-12-03T12:42:00.000Z,,,,sedentary,,,,5,
,,,,,,50388,68,,
,,,,,,50448,73,,
,,,,,,50508,76,,
,,1539,2766.000,walking,40,50508,,3,
,,,,,,50628,70,,
2021-12-03T12:47:00.000Z,,,,sedentary,,,,6,
,,,,,,50748,73,,
,,1578,2796.000,walking,40,50748,,3,
,,,,,,50808,87,,
2021-12-03T12:50:00.000Z,,,,sedentary,,,,6,
,,,,,,50868,73,,
,,,,,,50928,75,,
,,1649,2846.000,walking,41,50928,,3,
,,,,,,50988,78,,
2021-12-03T12:53:00.000Z,,,,sedentary,,,,6,
,,,,,,51048,80,,
,,,,,,51108,85,,
,,,,,,51168,83,,
,,,,,,51228,86,,
,,,,,,51288,81,,
,,,,,,51348,90,,
,,1982,3041.000,walking,48,51348,,3,
2021-12-03T13:00:00.000Z,,,,sedentary,,,,7,
,,2039,3086.000,walking,50,51468,,3,
,,,,,,51528,80,,
2021-12-03T13:02:00.000Z,,,,sedentary,,,,6,
,,,,,,51588,79,,
,,2065,3116.000,walking,50,51588,,3,
,,,,,,51648,77,,
,,,,,,51708,79,,
,,2117,3176.000,walking,51,51708,,2,
,,,,,,51768,67,,
,,,,,,51828,54,,
2021-12-03T13:07:00.000Z,,,,sedentary,,,,0,
,,,,,,51888,56,,
2021-12-03T13:08:00.000Z,,,,sedentary,,,,5,
,,,,,,51948,59,,
,,,,,,52008,71,,
,,2144,3206.000,walking,51,52008,,2,
,,,,,,52068,73,,
,,,,,,52128,64,,
2021-12-03T13:12:00.000Z,,,,sedentary,,,,5,
,,,,,,52188,67,,
,,,,,,52248,80,,
,,,,,,52308,91,,
,,2281,3281.000,walking,53,52308,,3,
,,,,,,52368,93,,
,,,,,,52428,94,,
,,2449,3371.000,walking,59,52428,,3,
,,,,,,52488,85,,
2021-12-03T13:18:00.000Z,,,,sedentary,,,,6,
,,,,,,52548,76,,
,,2462,3386.000,walking,59,52548,,1,
,,,,,,52608,70,,
,,,,,,52668,64,,
,,,,,,52788,59,,
,,,,,,52848,60,,
,,,,,,52968,58,,
,,,,,,53028,57,,
,,,,,,53088,56,,
,,,,,,53148,59,,
,,,,,,53448,61,,
,,,,,,53508,59,,
,,,,,,53568,58,,
,,,,,,53628,57,,
2021-12-03T13:37:00.000Z,,,,sedentary,,,,3,
,,,,,,53688,61,,
,,2469,3401.000,walking,59,53688,,0,
,,,,,,53748,60,,
2021-12-03T13:39:00.000Z,,,,sedentary,,,,4,
,,,,,,53808,61,,
,,2484,3416.000,walking,59,53808,,4,
,,,,,,53868,54,,
,,,,,,53928,58,,
,,,,,,53988,56,,
,,,,,,54048,58,,
,,,,,,54108,64,,
2021-12-03T13:45:00.000Z,,,,sedentary,,,,3,
,,,,,,54168,66,,
,,2491,3431.000,walking,59,54168,,1,
,,,,,,54228,67,,
2021-12-03T13:48:00.000Z,,,,sedentary,,,,5,
,,,,,,54348,66,,
,,,,,,54408,69,,
,,,,,,54468,67,,
,,2538,3491.000,walking,59,54468,,2,
,,,,,,54588,64,,
,,,,,,54708,63,,
,,,,,,54768,61,,
2021-12-03T13:57:00.000Z,,,,sedentary,,,,4,
,,,,,,54888,69,,
,,,,,,54948,80,,
,,,,,,55008,77,,
,,2694,3601.000,walking,62,55008,,3,
,,,,,,55068,75,,
2021-12-03T14:01:00.000Z,,,,sedentary,,,,7,
,,,,,,55128,74,,
,,,,,,55188,75,,
,,2878,3706.000,walking,65,55188,,3,
,,,,,,55248,90,,
,,,,,,55308,81,,
,,,,,,55368,77,,
,,,,,,55428,78,,
,,,,,,55488,85,,
,,,,,,55548,89,,
,,,,,,55608,79,,
,,,,,,55668,78,,
,,,,,,55728,84,,
,,,,,,55788,88,,
,,,,,,55848,86,,
,,,,,,55908,87,,
,,3487,4221.000,walking,82,55908,,3,
,,,,,,55968,79,,
,,3497,4281.000,walking,82,55968,,0,
,,,,,,56028,60,,
2021-12-03T14:17:00.000Z,,,,sedentary,,,,5,
,,,,,,56088,73,,
,,,,,,56148,76,,
,,3546,4401.000,walking,84,56148,,2,
,,,,,,56268,73,,
,,,,,,56328,75,,
2021-12-03T14:22:00.000Z,,,,sedentary,,,,5,
,,3553,4461.000,walking,86,56388,,0,
,,,,,,56448,81,,
,,,,,,56508,78,,
,,,,,,56568,75,,
2021-12-03T14:26:00.000Z,,,,sedentary,,,,5,
,,,,,,56628,79,,
,,3570,4521.000,walking,86,56628,,2,
,,,,,,56688,84,,
,,,,,,56748,83,,
,,,,,,56808,67,,
,,,,,,56868,63,,
,,,,,,56928,62,,
,,,,,,56988,63,,
,,,,,,57048,65,,
2021-12-03T14:34:00.000Z,,,,sedentary,,,,4,
,,,,,,57108,68,,
,,3593,4581.000,walking,86,57108,,4,
,,,,,,57168,69,,
2021-12-03T14:36:00.000Z,,,,sedentary,,,,4,
,,,,,,57228,63,,
,,3610,4641.000,walking,86,57228,,1,
,,,,,,57288,74,,
,,238,210.000,running,11,57288,,3,
,,,,,,57348,82,,
,,,,,,57408,75,,
,,,,,,57468,77,,
,,,,,,57528,79,,
,,,,,,57588,77,,
,,,,,,57648,73,,
,,,,,,57708,79,,
,,3926,5061.000,walking,95,57708,,2,
,,,,,,57828,81,,
,,,,,,57888,89,,
,,,,,,57948,95,,
,,4333,5301.000,walking,105,57948,,2,
,,,,,,58008,96,,
,,,,,,58128,99,,
,,,,,,58188,100,,
,,,,,,58248,103,,
,,,,,,58308,100,,
,,,,,,58368,83,,
,,4918,5720.000,walking,123,58368,,2,
,,,,,,58428,62,,
2021-12-03T14:57:00.000Z,,,,sedentary,,,,3,
,,4945,5780.000,walking,123,58488,,2,
2021-12-03T14:59:00.000Z,,,,sedentary,,,,4,
,,,,,,58608,61,,
,,4952,5840.000,walking,123,58608,,1,
,,,,,,58668,64,,
,,,,,,58728,61,,
,,,,,,58788,62,,
,,,,,,58908,64,,
,,,,,,58968,63,,
,,,,,,59028,62,,
2021-12-03T15:07:00.000Z,,,,sedentary,,,,4,
,,,,,,59088,63,,
,,4977,5900.000,walking,123,59088,,2,
,,,,,,59148,64,,
,,,,,,59208,63,,
,,,,,,59268,61,,
,,,,,,59328,60,,
,,,,,,59388,64,,
,,,,,,59508,67,,
,,,,,,59568,62,,
,,,,,,59628,58,,
,,,,,,59688,59,,
,,,,,,59748,58,,
,,,,,,59808,59,,
2021-12-03T15:20:00.000Z,,,,sedentary,,,,3,
,,,,,,59868,57,,
,,,,,,59928,54,,
2021-12-03T15:22:00.000Z,,,,sedentary,,,,0,
,,,,,,59988,55,,
2021-12-03T15:23:00.000Z,,,,sedentary,,,,2,
,,,,,,60048,64,,
,,,,,,60108,71,,
,,4999,6020.000,walking,124,60108,,1,
,,,,,,60168,67,,
,,,,,,60228,61,,
,,,,,,60288,62,,
,,,,,,60348,63,,
,,,,,,60408,61,,
,,,,,,60468,59,,
,,,,,,60528,58,,
,,,,,,60588,56,,
,,,,,,60648,65,,
,,,,,,60708,61,,
2021-12-03T15:35:00.000Z,,,,sedentary,,,,4,
,,,,,,60768,64,,
,,5012,6080.000,walking,124,60768,,2,
,,,,,,60828,76,,
,,,,,,60888,61,,
2021-12-03T15:38:00.000Z,,,,sedentary,,,,5,
,,,,,,61008,70,,
,,,,,,61068,84,,
,,,,,,61128,100,,
,,,,,,61188,95,,
,,,,,,61248,93,,
,,,,,,61308,90,,
,,5552,6500.000,walking,138,61308,,2,
,,,,,,61368,82,,
,,,,,,61428,79,,
,,,,,,61488,84,,
,,,,,,61548,88,,
,,,,,,61608,103,,
,,5989,6800.000,walking,149,61608,,2,
,,,,,,61668,98,,
,,6005,6860.000,walking,151,61668,,1,
,,,,,,61728,85,,
,,,,,,61788,81,,
,,,,,,61848,76,,
,,,,,,61908,66,,
,,,,,,62028,76,,
,,,,,,62088,69,,
,,,,,,62148,57,,
2021-12-03T15:59:00.000Z,,,,sedentary,,,,5,
,,,,,,62208,59,,
2021-12-03T16:00:00.000Z,,,,sedentary,,,,0,
,,,,,,62268,54,,
,,,,,,62448,52,,
2021-12-03T16:04:00.000Z,,,,sedentary,,,,4,
,,,,,,62628,51,,
,,,,,,62688,50,,
,,,,,,62868,49,,
2021-12-03T16:11:00.000Z,,,,sedentary,,,,0,
,,,,,,62928,50,,
,,6022,6920.000,walking,151,62928,,1,
,,,,,,62988,66,,
2021-12-03T16:13:00.000Z,,,,sedentary,,,,6,
,,,,,,63048,64,,
,,6030,6980.000,walking,151,63048,,2,
,,,,,,63108,65,,
,,,,,,63168,71,,
,,,,,,63228,76,,
,,,,,,63288,81,,
2021-12-03T16:18:00.000Z,,,,sedentary,,,,6,
,,,,,,63348,76,,
,,6044,7040.000,walking,152,63348,,2,
,,,,,,63408,67,,
2021-12-03T16:20:00.000Z,,,,sedentary,,,,2,
,,,,,,63468,56,,
2021-12-03T16:21:00.000Z,,,,sedentary,,,,0,
,,,,,,63528,57,,
,,,,,,63588,58,,
,,,,,,63648,54,,
,,,,,,63768,60,,
,,,,,,63888,58,,
,,,,,,63948,55,,
,,,,,,64008,58,,
,,,,,,64068,60,,
,,,,,,64128,55,,
,,,,,,64188,56,,
,,,,,,64248,57,,
,,,,,,64308,60,,
,,,,,,64428,65,,
,,,,,,64488,66,,
2021-12-03T16:38:00.000Z,,,,sedentary,,,,4,
,,,,,,64548,67,,
,,6101,7100.000,walking,153,64548,,4,
,,,,,,64608,80,,
2021-12-03T16:40:00.000Z,,,,sedentary,,,,6,
,,,,,,64668,76,,
,,6112,7160.000,walking,154,64668,,1,
,,,,,,64728,77,,
,,,,,,64788,63,,
,,,,,,64848,53,,
,,,,,,64908,59,,
,,,,,,64968,69,,
,,,,,,65088,78,,
,,,,,,65148,76,,
2021-12-03T16:49:00.000Z,,,,sedentary,,,,5,
,,,,,,65208,77,,
,,6123,7220.000,walking,156,65208,,1,
,,,,,,65268,76,,
2021-12-03T16:51:00.000Z,,,,sedentary,,,,4,
,,,,,,65328,67,,
,,,,,,65388,62,,
,,,,,,65448,58,,
,,,,,,65508,56,,
,,,,,,32,58,,
,,,,,,92,59,,
,,,,,,152,65,,
,,,,,,212,58,,
,,,,,,272,59,,
,,,,,,332,55,,
,,,,,,392,60,,
,,,,,,452,66,,
2021-12-03T17:03:00.000Z,,,,sedentary,,,,4,
,,,,,,512,61,,
2021-12-03T17:04:00.000Z,,,,sedentary,,,,0,
,,,,,,572,57,,
,,,,,,632,59,,
,,,,,,692,64,,
,,,,,,752,62,,
2021-12-03T17:08:00.000Z,,,,sedentary,,,,5,
,,,,,,812,75,,
,,6146,7280.000,walking,156,812,,2,
,,,,,,872,70,,
,,,,,,992,67,,
,,,,,,1052,71,,
,,,,,,1112,67,,
,,,,,,1172,70,,
,,,,,,1232,69,,
2021-12-03T17:16:00.000Z,,,,sedentary,,,,5,
,,,,,,1292,63,,
2021-12-03T17:17:00.000Z,,,,sedentary,,,,0,
,,,,,,1412,68,,
,,,,,,1472,67,,
,,,,,,1532,66,,
,,,,,,1592,67,,
,,,,,,1652,64,,
,,,,,,1712,66,,
2021-12-03T17:24:00.000Z,,,,sedentary,,,,4,
,,,,,,1772,67,,
2021-12-03T17:25:00.000Z,,,,sedentary,,,,0,
,,,,,,1832,65,,
,,,,,,1892,66,,
,,,,,,1952,65,,
,,,,,,2012,64,,
,,,,,,2072,58,,
,,,,,,2132,57,,
,,,,,,2192,58,,
,,,,,,2252,65,,
,,,,,,2312,67,,
,,,,,,2372,71,,
,,,,,,2432,64,,
,,,,,,2492,61,,
,,,,,,2552,63,,
,,,,,,2612,68,,
,,,,,,2672,70,,
,,,,,,2852,75,,
,,,,,,2972,72,,
,,,,,,3032,73,,
,,,,,,3092,74,,
,,,,,,3152,70,,
,,,,,,3212,74,,
,,,,,,3272,73,,
2021-12-03T17:51:00.000Z,,,,sedentary,,,,4,
,,,,,,3392,72,,
,,,,,,3452,70,,
,,,,,,3512,75,,
,,,,,,3572,73,,
,,,,,,3632,69,,
2021-12-03T17:58:00.000Z,,,,sedentary,,,,4,
,,,,,,3812,72,,
,,6161,7295.000,walking,156,3812,,3,
,,,,,,3872,75,,
2021-12-03T18:00:00.000Z,,,,sedentary,,,,6,
,,,,,,3932,82,,
,,,,,,3992,84,,
,,,,,,4052,87,,
,,,,,,4112,92,,
,,,,,,4172,96,,
,,,,,,4232,100,,
,,6310,7460.000,walking,163,4232,,3,
,,,,,,4292,90,,
2021-12-03T18:07:00.000Z,,,,sedentary,,,,5,
,,,,,,4352,88,,
,,,,,,4412,84,,
,,6356,7520.000,walking,165,4412,,1,
,,,,,,4472,80,,
,,,,,,4532,83,,
2021-12-03T18:11:00.000Z,,,,sedentary,,,,5,
,,,,,,4592,88,,
,,6368,7535.000,walking,165,4592,,3,
,,,,,,4652,79,,
,,,,,,4712,70,,
,,,,,,4832,71,,
,,,,,,4952,74,,
,,,,,,5012,80,,
,,,,,,5072,76,,
,,,,,,5132,74,,
,,,,,,5192,70,,
,,,,,,5252,66,,
,,,,,,5312,69,,
,,,,,,5372,78,,
,,,,,,5492,73,,
,,,,,,5552,68,,
,,,,,,5612,67,,
,,,,,,5672,70,,
,,,,,,5732,79,,
,,,,,,5792,78,,
,,,,,,5852,75,,
,,,,,,5912,69,,
,,,,,,5972,70,,
,,,,,,6032,74,,
,,,,,,6092,69,,
,,,,,,6152,65,,
,,,,,,6212,63,,
,,,,,,6272,64,,
,,,,,,6332,65,,
,,,,,,6392,71,,
,,,,,,6452,72,,
,,,,,,6512,71,,
,,,,,,6572,69,,
,,,,,,6632,66,,
,,,,,,6752,68,,
,,,,,,6812,65,,
,,,,,,6872,69,,
2021-12-03T18:50:00.000Z,,,,sedentary,,,,4,
,,,,,,6932,70,,
2021-12-03T18:51:00.000Z,,,,sedentary,,,,0,
,,,,,,6992,66,,
,,,,,,7052,65,,
2021-12-03T18:53:00.000Z,,,,sedentary,,,,0,
,,,,,,7112,67,,
,,,,,,7232,71,,
2021-12-03T18:56:00.000Z,,,,sedentary,,,,4,
,,,,,,7292,66,,
2021-12-03T18:57:00.000Z,,,,sedentary,,,,0,
,,,,,,7352,72,,
,,,,,,7412,70,,
,,,,,,7472,66,,
2021-12-03T19:00:00.000Z,,,,sedentary,,,,5,
,,,,,,7532,72,,
,,6379,7550.000,walking,165,7532,,4,
,,,,,,7592,74,,
,,,,,,7652,82,,
,,,,,,7712,75,,
,,,,,,7772,72,,
,,,,,,7832,67,,
,,,,,,7892,75,,
2021-12-03T19:07:00.000Z,,,,sedentary,,,,5,
,,,,,,7952,91,,
,,6421,7580.000,walking,166,7952,,2,
,,,,,,8012,87,,
,,,,,,8072,71,,
,,,,,,8132,72,,
,,,,,,8192,73,,
,,,,,,8252,72,,
,,,,,,8312,73,,
,,,,,,8372,74,,
,,,,,,8432,82,,
,,,,,,8492,83,,
,,,,,,8552,76,,
,,,,,,8612,75,,
,,,,,,8672,82,,
2021-12-03T19:20:00.000Z,,,,sedentary,,,,5,
,,,,,,8732,79,,
,,6432,7595.000,walking,166,8732,,3,
,,,,,,8792,83,,
,,,,,,8852,82,,
,,,,,,8912,72,,
,,,,,,8972,76,,
,,,,,,9032,94,,
,,,,,,9092,87,,
2021-12-03T19:27:00.000Z,,,,sedentary,,,,6,
,,,,,,9152,78,,
,,,,,,9212,84,,
,,,,,,9272,82,,
,,6483,7670.000,walking,168,9272,,3,
,,,,,,9332,83,,
,,,,,,9392,89,,
,,,,,,9452,88,,
,,6533,7730.000,walking,170,9452,,3,
,,,,,,9512,84,,
,,,,,,9572,75,,
,,,,,,9632,68,,
,,,,,,9692,70,,
,,,,,,9752,72,,
,,,,,,9812,77,,
2021-12-03T19:39:00.000Z,,,,sedentary,,,,4,
,,,,,,9872,69,,
,,,,,,9932,78,,
,,6584,7790.000,walking,171,9932,,2,
,,,,,,9992,80,,
,,,,,,10052,74,,
,,,,,,10112,72,,
,,,,,,10172,67,,
,,,,,,10232,68,,
2021-12-03T19:46:00.000Z,,,,sedentary,,,,4,
,,,,,,10292,76,,
,,,,,,10352,80,,
,,6616,7835.000,walking,171,10352,,2,
,,,,,,10412,83,,
,,,,,,10472,91,,
2021-12-03T19:51:00.000Z,,,,sedentary,,,,6,
,,,,,,10592,89,,
,,,,,,10652,73,,
,,,,,,10712,72,,
,,,,,,10772,85,,
2021-12-03T19:55:00.000Z,,,,sedentary,,,,5,
,,,,,,10832,91,,
,,6643,7865.000,walking,172,10832,,3,
,,,,,,10892,89,,
,,,,,,10952,83,,
,,,,,,11012,73,,
2021-12-03T19:59:00.000Z,,,,sedentary,,,,5,
,,6654,7880.000,walking,172,11072,,2,
,,,,,,11132,71,,
,,6672,7910.000,walking,172,11132,,3,
,,,,,,11192,77,,
,,289,240.000,running,12,11192,,5,
,,,,,,11252,89,,
,,,,,,11312,101,,
,,6757,7965.000,walking,176,11312,,4,
,,,,,,11372,87,,
,,,,,,11432,74,,
,,,,,,11492,69,,
,,,,,,11552,68,,
,,,,,,11612,66,,
,,,,,,11672,67,,
,,,,,,11792,65,,
,,,,,,11852,69,,
,,,,,,11912,70,,
,,,,,,11972,65,,
,,,,,,12032,74,,
,,,,,,12092,69,,
,,,,,,12152,67,,
,,,,,,12212,65,,
,,,,,,12272,69,,
,,,,,,12332,71,,
,,,,,,12392,69,,
,,,,,,12452,71,,
,,,,,,12512,87,,
,,,,,,12572,77,,
,,,,,,12632,64,,
,,,,,,12692,63,,
,,,,,,12752,62,,
,,,,,,12812,66,,
,,,,,,12872,67,,
,,,,,,12932,61,,
,,,,,,12992,62,,
,,,,,,13112,61,,
,,,,,,13172,62,,
,,,,,,13232,65,,
,,,,,,13352,64,,
,,,,,,13412,65,,
,,,,,,13472,69,,
,,,,,,13532,87,,
,,,,,,13592,93,,
,,,,,,13652,94,,
,,,,,,13712,83,,
,,,,,,13772,75,,
,,,,,,13832,63,,
,,,,,,13892,65,,
,,,,,,13952,66,,
,,,,,,14012,61,,
,,,,,,14132,66,,
2021-12-03T20:51:00.000Z,,,,sedentary,,,,4,
,,,,,,14192,63,,
,,,,,,14252,58,,
,,,,,,14372,64,,
,,,,,,14432,68,,
,,,,,,14492,62,,
,,,,,,14552,60,,
,,,,,,14612,58,,
,,,,,,14672,61,,
,,,,,,14732,63,,
,,,,,,14852,66,,
2021-12-03T21:04:00.000Z,,,,sedentary,,,,4,
,,,,,,14972,64,,
,,6766,8025.000,walking,176,14972,,0,
,,,,,,15032,57,,
2021-12-03T21:07:00.000Z,,,,sedentary,,,,0,
,,,,,,15212,58,,
2021-12-03T21:09:00.000Z,,,,sedentary,,,,4,
,,,,,,15272,56,,
2021-12-03T21:10:00.000Z,,,,sedentary,,,,0,
,,,,,,15332,57,,
2021-12-03T21:12:00.000Z,,,,sedentary,,,,4,
,,,,,,15452,55,,
2021-12-03T21:13:00.000Z,,,,sedentary,,,,0,
,,,,,,15512,54,,
,,,,,,15572,61,,
,,,,,,15632,74,,
,,,,,,15692,73,,
,,,,,,15752,74,,
2021-12-03T21:18:00.000Z,,,,sedentary,,,,5,
,,,,,,15812,65,,
,,,,,,15872,70,,
,,,,,,15932,86,,
,,,,,,15992,84,,
,,,,,,16052,77,,
,,7051,8325.000,walking,184,16052,,2,
,,,,,,16112,59,,
2021-12-03T21:24:00.000Z,,,,sedentary,,,,3,
,,,,,,16172,74,,
,,,,,,16232,72,,
,,7090,8445.000,walking,184,16232,,2,
,,,,,,16292,70,,
,,,,,,16352,75,,
,,,,,,16412,72,,
,,,,,,16472,84,,
2021-12-03T21:30:00.000Z,,,,sedentary,,,,5,
,,,,,,16532,86,,
,,7109,8505.000,walking,187,16532,,2,
,,,,,,16592,78,,
,,,,,,16652,67,,
,,,,,,16712,61,,
,,,,,,16772,62,,
,,,,,,16832,61,,
,,,,,,16892,60,,
2021-12-03T21:37:00.000Z,,,,sedentary,,,,4,
,,,,,,16952,71,,
,,7129,8565.000,walking,187,16952,,3,
,,,,,,17012,68,,
,,,,,,17072,64,,
,,,,,,17132,72,,
,,,,,,17192,69,,
,,,,,,17312,67,,
,,,,,,17372,61,,
,,,,,,17492,57,,
,,,,,,17552,67,,
,,,,,,17612,63,,
,,,,,,17672,58,,
,,,,,,17732,57,,
2021-12-03T21:51:00.000Z,,,,sedentary,,,,4,
,,,,,,17792,56,,
,,,,,,17852,60,,
,,,,,,17912,56,,
,,,,,,17972,61,,
,,,,,,18032,62,,
,,,,,,18092,64,,
,,,,,,18152,73,,
,,,,,,18212,70,,
2021-12-03T22:00:00.000Z,,,,sedentary,,,,4,
2021-12-03T22:00:00.000Z,5774.00,7129,8565.000,walking,187,,,,1440
2021-12-03T22:00:00.000Z,351.07,289,240.000,running,12,,,,1440
2021-12-03T22:00:00.000Z,,,,,,,,,
