timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min,ascent,descent
,,,,,,43924,49,,,,
2024-05-08T03:58:00.000Z,,,,sedentary,,,,0,,,
2024-05-08T03:59:00.000Z,,,,sedentary,,,,3,,,
,,,,,,44224,59,,,,
2024-05-08T04:00:00.000Z,,,,sedentary,,,,0,,,
,,,,,,44284,47,,,,
,,,,,,44344,49,,,,
,,,,,,44404,48,,,,
2024-05-08T04:03:00.000Z,,,,sedentary,,,,0,,,
,,,,,,44464,52,,,,
2024-05-08T04:04:00.000Z,,,,sedentary,,,,4,,,
,,,,,,44584,51,,,,
,,,,,,44644,50,,,,
,,,,,,44704,52,,,,
,,,,,,44764,51,,,,
,,,,,,44824,52,,,,
,,,,,,44884,50,,,,
,,,,,,44944,53,,,,
,,,,,,45004,52,,,,
,,,,,,45124,51,,,,
,,,,,,45184,52,,,,
,,,,,,45304,53,,,,
,,,,,,45364,54,,,,
,,,,,,45424,56,,,,
,,,,,,45484,55,,,,
,,,,,,45544,52,,,,
,,,,,,45604,53,,,,
,,,,,,45664,54,,,,
,,,,,,45724,53,,,,
,,,,,,45784,54,,,,
,,,,,,45844,53,,,,
,,,,,,45904,55,,,,
,,,,,,45964,54,,,,
,,,,,,46084,55,,,,
2024-05-08T04:35:00.000Z,,,,sedentary,,,,0,,,
,,,,,,46384,63,,,,
2024-05-08T04:36:00.000Z,,,,sedentary,,,,3,,,
,,,,,,46444,55,,,,
,,,,,,46504,53,,,,
2024-05-08T04:38:00.000Z,,,,sedentary,,,,0,,,
,,,,,,46564,51,,,,
2024-05-08T04:39:00.000Z,,,,sedentary,,,,1,,,
,,,,,,46624,58,,,,
2024-05-08T04:40:00.000Z,,,,sedentary,,,,0,,,
,,,,,,46684,51,,,,
2024-05-08T04:41:00.000Z,,,,sedentary,,,,1,,,
,,,,,,46744,57,,,,
,,,,,,46804,50,,,,
,,,,,,46864,53,,,,
,,,,,,46924,47,,,,
,,,,,,46984,52,,,,
,,,,,,47044,54,,,,
2024-05-08T04:47:00.000Z,,,,sedentary,,,,0,,,
,,,,,,47104,56,,,,
2024-05-08T04:48:00.000Z,,,,sedentary,,,,1,,,
,,,,,,47164,51,,,,
,,,,,,47224,45,,,,
,,,,,,47284,49,,,,
,,,,,,47344,53,,,,
,,,,,,47404,54,,,,
2024-05-08T04:53:00.000Z,,,,sedentary,,,,0,,,
2024-05-08T04:54:00.000Z,,,,sedentary,,,,3,,,
,,,,,,47524,49,,,,
,,,,,,47584,52,,,,
,,,,,,47644,54,,,,
,,,,,,47704,53,,,,
2024-05-08T04:59:00.000Z,,,,sedentary,,,,0,,,
,,,,,,47824,59,,,,
2024-05-08T05:00:00.000Z,,,,sedentary,,,,4,,,
,,,,,,47884,70,,,,
,,,,,,47944,52,,,,
2024-05-08T05:02:00.000Z,,,,sedentary,,,,0,,,
,,,,,,48004,53,,,,
2024-05-08T05:03:00.000Z,,,,sedentary,,,,3,,,
,,,,,,48064,60,,,,
,,,,,,48124,59,,,,
,,,,,,48184,50,,,,
,,,,,,48244,54,,,,
,,,,,,48304,49,,,,
2024-05-08T05:08:00.000Z,,,,sedentary,,,,0,,,
,,,,,,48364,52,,,,
2024-05-08T05:09:00.000Z,,,,sedentary,,,,2,,,
,,,,,,48424,53,,,,
,,,,,,48484,47,,,,
,,,,,,48544,50,,,,
,,,,,,48604,53,,,,
,,,,,,48664,55,,,,
,,,,,,48724,54,,,,
2024-05-08T05:16:00.000Z,,,,sedentary,,,,0,,,
,,,,,,48844,61,,,,
2024-05-08T05:17:00.000Z,,,,sedentary,,,,4,,,
,,,,,,48904,52,,,,
,,,,,,48964,53,,,,
,,,,,,49084,51,,,,
,,,,,,49144,52,,,,
2024-05-08T05:24:00.000Z,,,,sedentary,,,,0,,,
2024-05-08T05:25:00.000Z,,,,sedentary,,,,5,,,
,,,,,,49384,55,,,,
,,,,,,49444,54,,,,
,,,,,,49504,55,,,,
,,,,,,49624,59,,,,
2024-05-08T05:30:00.000Z,,,,sedentary,,,,0,,,
,,,,,,49684,55,,,,
2024-05-08T05:31:00.000Z,,,,sedentary,,,,3,,,
,,,,,,49744,61,,,,
,,,,,,49804,53,,,,
2024-05-08T05:33:00.000Z,,,,sedentary,,,,0,,,
,,,,,,49864,54,,,,
2024-05-08T05:34:00.000Z,,,,sedentary,,,,4,,,
,,,,,,49924,64,,,,
2024-05-08T05:35:00.000Z,,,,sedentary,,,,0,,,
,,,,,,49984,52,,,,
,,,,,,50044,71,,,,
,,,,,,50104,78,,,,
,,,,,,50164,66,,,,
,,,,,,50224,72,,,,
,,,,,,50284,76,,,,
,,,,,,50344,63,,,,
,,,,,,50404,60,,,,
2024-05-08T05:43:00.000Z,,,,sedentary,,,,4,,,
,,,,,,50464,72,,,,
2024-05-08T05:44:00.000Z,,,,sedentary,,,,0,,,
,,,,,,50524,57,,,,
,,,,,,50584,66,,,,
,,,,,,50644,73,,,,
,,,,,,50704,69,,,,
,,,,,,50764,79,,,,
2024-05-08T05:50:00.000Z,,,,sedentary,,,,4,,,
,,,,,,50884,74,,,,
2024-05-08T05:51:00.000Z,,,,sedentary,,,,0,,,
,,,,,,50944,83,,,,
,,,,,,51004,82,,,,
,,,,,,51064,68,,,,
,,,,,,51124,67,,,,
,,,,,,51184,73,,,,
,,,,,,51244,69,,,,
,,,,,,51304,72,,,,
,,,,,,51364,70,,,,
,,,,,,51424,77,,,,
2024-05-08T06:00:00.000Z,,,,sedentary,,,,4,,,
,,,,,,51484,82,,,,
,,26,9.000,walking,0,51484,,2,,,
,,,,,,51544,87,,,,
,,,,,,51604,0,,,,
2024-05-08T06:03:00.000Z,,,,sedentary,,,,4,,,
2024-05-08T06:06:00.000Z,,,,sedentary,,,,0,,,
2024-05-08T06:07:00.000Z,,,,sedentary,,,,1,,,
2024-05-08T06:13:00.000Z,,,,sedentary,,,,0,,,
,,,,,,52324,89,,,,
,,,,,,52384,87,,,,
2024-05-08T06:16:00.000Z,,,,sedentary,,,,6,,,
,,,,,,52444,86,,,,
,,,,,,52504,82,,,,
,,,,,,52564,85,,,,
,,98,35.000,walking,0,52564,,2,,,
,,,,,,52624,82,,,,
2024-05-08T06:20:00.000Z,,,,sedentary,,,,5,,,
,,,,,,52684,78,,,,
,,141,57.000,walking,0,52684,,1,,,
,,,,,,52744,79,,,,
2024-05-08T06:22:00.000Z,,,,sedentary,,,,6,,,
,,,,,,52804,83,,,,
,,,,,,52864,90,,,,
,,182,69.000,walking,1,52864,,3,,,
,,,,,,52924,93,,,,
,,,,,,52984,91,,,,
2024-05-08T06:26:00.000Z,,,,sedentary,,,,6,,,
,,,,,,53044,88,,,,
,,,,,,53104,68,,,,
,,217,84.000,walking,1,53104,,2,,,
,,,,,,53164,74,,,,
2024-05-08T06:29:00.000Z,,,,sedentary,,,,6,,,
,,,,,,53224,77,,,,
,,321,131.000,walking,4,53224,,3,,,
,,,,,,53284,87,,,,
,,,,,,53344,85,,,,
,,,,,,53404,73,,,,
,,,,,,53464,76,,,,
,,718,315.000,walking,19,53464,,3,,,
,,,,,,53524,78,,,,
,,,,,,53584,83,,,,
2024-05-08T06:36:00.000Z,,,,sedentary,,,,4,,,
,,,,,,53644,73,,,,
,,,,,,53704,83,,,,
,,,,,,53824,82,,,,
,,,,,,53884,87,,,,
,,1251,568.000,walking,41,53884,,3,,,
,,,,,,53944,85,,,,
,,,,,,54004,79,,,,
,,,,,,54064,78,,,,
2024-05-08T06:44:00.000Z,,,,sedentary,,,,4,,,
,,,,,,54124,75,,,,
,,1298,590.000,walking,42,54124,,2,,,
,,,,,,54184,83,,,,
2024-05-08T06:46:00.000Z,,,,sedentary,,,,2,,,
,,,,,,54244,80,,,,
,,,,,,54304,89,,,,
,,1396,637.000,walking,43,54304,,2,,,
,,,,,,54364,82,,,,
,,,,,,54424,71,,,,
2024-05-08T06:50:00.000Z,,,,sedentary,,,,4,,,
,,,,,,54484,70,,,,
,,,,,,54544,75,,,,
,,,,,,54604,93,,,,
,,1496,671.000,walking,44,54604,,2,,,
,,,,,,54664,86,,,,
,,,,,,54724,75,,,,
,,,,,,54784,86,,,,
,,,,,,54844,85,,,,
,,,,,,55024,83,,,,
2024-05-08T07:00:00.000Z,,,,sedentary,,,,4,,,
,,,,,,55084,85,,,,
,,,,,,55144,87,,,,
,,,,,,55204,83,,,,
,,,,,,55264,75,,,,
,,,,,,55384,77,,,,
,,,,,,55444,71,,,,
,,,,,,55504,75,,,,
,,,,,,55564,76,,,,
,,,,,,55624,74,,,,
,,,,,,55684,69,,,,
,,,,,,55744,70,,,,
2024-05-08T07:12:00.000Z,,,,sedentary,,,,3,,,
,,,,,,55804,72,,,,
,,1539,690.000,walking,45,55804,,2,,,
,,,,,,55864,88,,,,
,,,,,,55924,77,,,,
2024-05-08T07:15:00.000Z,,,,sedentary,,,,3,,,
,,,,,,55984,78,,,,
,,,,,,56044,88,,,,
,,1615,722.000,walking,46,56044,,2,,,
,,,,,,56104,89,,,,
,,,,,,56164,81,,,,
,,,,,,56224,87,,,,
,,,,,,56344,88,,,,
,,,,,,56404,74,,,,
,,,,,,56464,78,,,,
,,,,,,56524,83,,,,
,,,,,,56584,76,,,,
,,,,,,56644,75,,,,
,,,,,,56704,74,,,,
,,,,,,56764,69,,,,
,,,,,,56824,70,,,,
2024-05-08T07:30:00.000Z,,,,sedentary,,,,4,,,
